Aggregate score;Aggregate score
Aggregator;Score
GameRankings;SNES: 83%
Review scores;Review scores
Publication;Score
Amstrad Action;Amstrad: 97%
Crash;Spectrum: 91%
EGM;LYNX: 6.8/10 CD-i: 6.25/10
IGN;LYNX: 9/10
Next Generation;3DO:
Your Sinclair;Spectrum: 91%
MegaTech;SMD: 92%
Mega;SMD: 90%
