Client;Creator;Software license;Latest release
BookmarkSync;Jack Dean;Proprietary;Windows: 3.0.0 (August 2010, 10 years ago (2010-08)) [±] Mac OS X: 1.0.4 (September 14, 2005, 15 years ago (2005-09-14)) [±] BookmarkSync was discontinued some time around 2006.
Opera;Opera Software;Proprietary;Opera: 71.0.3770.171 (23 September 2020, 8 days ago (2020-09-23)) Opera Mini: Android 50.0.2254.149182 / 30 May 2020, 4 months ago (2020-05-30) iOS 16.0.14 / 4 October 2018, 23 months ago (2018-10-04) Windows Mobile 10 and Phone 8.1 9.1.0.232 / 16 June 2016, 4 years ago (2016-06-16) BlackBerry 8.0.1 / 10 July 2014, 6 years ago (2014-07-10) Symbian 7.1.32453 / 6 December 2016, 3 years ago (2016-12-06) Java ME 8.0 / 12 March 2014, 6 years ago (2014-03-12);Android;50.0.2254.149182 / 30 May 2020, 4 months ago (2020-05-30);iOS;16.0.14 / 4 October 2018, 23 months ago (2018-10-04);Windows Mobile 10 and Phone 8.1;9.1.0.232 / 16 June 2016, 4 years ago (2016-06-16);BlackBerry;8.0.1 / 10 July 2014, 6 years ago (2014-07-10);Symbian;7.1.32453 / 6 December 2016, 3 years ago (2016-12-06);Java ME;8.0 / 12 March 2014, 6 years ago (2014-03-12)
Android;50.0.2254.149182 / 30 May 2020, 4 months ago (2020-05-30)
iOS;16.0.14 / 4 October 2018, 23 months ago (2018-10-04)
Windows Mobile 10 and Phone 8.1;9.1.0.232 / 16 June 2016, 4 years ago (2016-06-16)
BlackBerry;8.0.1 / 10 July 2014, 6 years ago (2014-07-10)
Symbian;7.1.32453 / 6 December 2016, 3 years ago (2016-12-06)
Java ME;8.0 / 12 March 2014, 6 years ago (2014-03-12)
SiteBar;Ondrej Brablc;GPL;3.4 12 February 2014, 6 years ago (2014-02-12)
Firefox Sync;Mozilla Foundation;Mozilla Public License;Standard 81.0.1 / October 1, 2020, 0 days ago (2020-10-01) Extended Support Release 78.3.1 / October 1, 2020, 0 days ago (2020-10-01);Standard;81.0.1 / October 1, 2020, 0 days ago (2020-10-01);Extended Support Release;78.3.1 / October 1, 2020, 0 days ago (2020-10-01)
Standard;81.0.1 / October 1, 2020, 0 days ago (2020-10-01)
Extended Support Release;78.3.1 / October 1, 2020, 0 days ago (2020-10-01)
Google Chrome;Google;Freeware under Google Chrome Terms of Service;Windows, macOS, Linux 85.0.4183.121 / September 21, 2020, 10 days ago (2020-09-21) Android 85.0.4183.127 / September 23, 2020, 8 days ago (2020-09-23) iOS 85.0.4183.92 / September 10, 2020, 21 days ago (2020-09-10);Windows, macOS, Linux;85.0.4183.121 / September 21, 2020, 10 days ago (2020-09-21);Android;85.0.4183.127 / September 23, 2020, 8 days ago (2020-09-23);iOS;85.0.4183.92 / September 10, 2020, 21 days ago (2020-09-10)
Windows, macOS, Linux;85.0.4183.121 / September 21, 2020, 10 days ago (2020-09-21)
Android;85.0.4183.127 / September 23, 2020, 8 days ago (2020-09-23)
iOS;85.0.4183.92 / September 10, 2020, 21 days ago (2020-09-10)
Pale Moon Sync;M.C. Straver;Mozilla Public License;N/A (part of Pale Moon)
;;;
Eversync;Nimbus Web Inc;Proprietary;Firefox: 15.5.1 (July 5, 2018, 2 years ago (2018-07-05)) [±] Chrome: 17.1.1 (July 5, 2018, 2 years ago (2018-07-05)) [±] IE: Android: 1.11.1 (May 19, 2017, 3 years ago (2017-05-19)) [±] iOS: 2.6 (October 4, 2016, 3 years ago (2016-10-04)) [±] Windows Phone:
floccus;Open Source, Marcel Klehr;Freeware Mozilla Public License 2.0;https://github.com/marcelklehr/floccus/releases
Client;Creator;Software license;Latest release
