;Trident;Gecko;WebKit;Presto
translate;No;No;No;No
Datasets (data-*);No;6.0;Yes;2.8
contextmenu;No;8.0;No;No
hidden;No;2.0;Yes;2.7.70
contenteditable;<3.1;1.9;Yes;2.0
spellcheck;6.0;1.8;Incorrect;2.8
draggable;6.0;1.9.1;533;2.10.270
dropzone;No;No;Yes;2.10.270
;Trident;Gecko;WebKit;Presto
