 ; Trident ; Tasman ; Gecko ; WebKit ; KHTML ; Presto ; iCab 
 script ; 3.0 ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes 
 noscript ; Incorrect 
