 ; Creator ; Latest stable version ; Release date ; OS ; Software license ; Open source ; Programming language ; Plugin support ; Runs on macOS Catalina 
 rh| Launchy ; Josh Karlin ; 2.5.0 ; 4 ; Microsoft Windows, Linux, macOS ; GPL ; yes ; C++ (Qt) ; yes ; no 
