 ; Trident ; Tasman ; Gecko ; WebKit ; KHTML ; Presto ; iCab 
 area ; 1.0 ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes ; rowspan="2" Yes 
 map ; 1.0 
