 Model ; Launch ;Code name ; Process ; Transistors (billion) ; Die size (mm2) ; Core configname=CoreConfig ;Bus Interface ;L2 Cache (MB) ; Clock speeds ; Clock speeds ; Clock speeds ; Memory ; Memory ; Memory ; Memory ;Fillratename=PerfValues ;Fillratename=PerfValues ; Processing power (GFLOPS)name=PerfValues ; Processing power (GFLOPS)name=PerfValues ; Processing power (GFLOPS)name=PerfValues ; Processing power (GFLOPS)name=PerfValues ;TDP (Watts) ; NVLink Support ; Release price (USD) ; Release price (USD) 
 Model ; Launch ;Code name ; Process ; Transistors (billion) ; Die size (mm2) ; Core configname=CoreConfig ;Bus Interface ;L2 Cache (MB) ; Base core clock (MHz) ; Boost core clock (MHz) ; Memory (MT/s) ; Size (GiB) ; Bandwidth (GB/s) ; Bus type ; Bus width (bit) ; Pixel (GP/s)name=PixelFillrate ; Texture (GT/s)name=TextureFillrate ; Single precision  ; Double precision ; Half precision ; Tensor compute + Single precision ;TDP (Watts) ; NVLink Support ; MSRP ; Founders Edition 
 Nvidia TITANV ; December 7, 2017 ; GV100-400-A1 ;TSMC12FFN ; 21.1 ; 815 ; 5120:320:96:640 (80) (6) ; PCIe 3.0 x16 ; 4.5 ; 1200 ; 1455 ; 1700 ; 12 ; 652.8 ;HBM2 ; 3072 ; 153.6186.2 ; 384.0465.6 ; 12288.014899.2 ; 6144.07449.6 ; 24576.029798.4 ; 110592.0134092.8 ; 250 ; No ; $2999 ; N/A 
 Nvidia TITANVCEOEdition{{Cite news|url= Unveils & Gives Away New Limited Edition 32GB Titan V "CEO Edition"|last=Smith|first=Ryan|access-date=2018-08-08|archive-url={{Cite news|url= TITAN V - CEO Edition|work=TechPowerUp|access-date=2018-08-08|language=en|archive-url= ; June 21, 2018 ; GV-100-???-A1 ;TSMC12FFN ; 21.1 ; 815 ; 5120:320:128:640 (80) (6) ; PCIe 3.0 x16 ; 6 ; 1200 ; 1455 ; 1700 ; 32 ; 870.4 ;HBM2 ; 4096 ; 153.6186.2 ; 384.0465.6 ; 12288.014899.2 ; 6144.07449.6 ; 24576.029798.4 ; 110592.0134092.8 ; 250 ; Yes ; colspan="2" N/A 
