 ; ; ; Trident ; EdgeHTML ; Gecko ; WebKit ; KHTML ; Presto 
 CSS2 ; E:link ; Unvisited hyperlink ; 3.0 ; 12 ; 1.0 ; 85 ; yes ; 1.0 
 CSS2 ; E:visited ; Visited hyperlink ; 3.0 ; 12 ; 1.0 ; 85 ; yes ; 1.0 
 CSS2 ; E:active ; Active ; 8.0 ; 1.0 ; 12 ; 85 ; yes ; 1.0 
 CSS2 ; E:hover ; Mouseover ; 7.0 ; 12 ; 1.0 ; 419.3 ; yes ; 1.0 
 CSS2 ; E:focus ; Focused ; 8.0 ; 12 ; 1.0 ; yes ; yes ; 1.0 
 CSS2 ; E:first-child ; First child ; 7.0 ; 12 ; 1.0 ; 85 ; yes ; 1.0 
 CSS2 ; E:lang() ; Language ; 8.0 ; 12 ; 1.2 ; 525 ; 3.4 ; 1.0 
 CSS2 ; @page:first ; First page ; 8.0 ; 12 ; rowspan="3" nopublisher=Mozilla ; rowspan="3" yespublisher=WebKit ; rowspan="3" no ; 1.0 
 CSS2 ; @page:left ; Left page ; 8.0 ; 12 ; 1.0 
 CSS2 ; @page:right ; Right page ; 8.0 ; 12 ; 1.0 
 selectors-3 ; E:root ; Root ; 9.0 ; 12 ; 1.0 ; 85 ; 3.4 ; 2.1 
 selectors-3 ; E:not() ; Negation ; 9.0 ; 12 ; 1.0 ; 85 ; 3.4 ; 2.1 
 selectors-3 ; E:empty ; Empty ; 9.0 ; 12 ; 1.8 ; 412 ; 3.4 ; 2.1 
 selectors-3 ; E:first-of-type ; First child of type ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:last-child ; Last child ; 9.0 ; 12 ; 1.0 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:last-of-type ; Last child of type ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:only-child ; Only child ; 9.0 ; 12 ; 1.8 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:only-of-type ; Only child of type ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:nth-child ; Nth child ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:nth-last-child ; Nth last child ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:nth-of-type ; Nth child of type ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:nth-last-of-type ; Nth last child of type ; 9.0 ; 12 ; 1.9.1 ; 525 ; 3.4 ; 2.1 
 selectors-3 ; E:target ; Target ; 9.0 ; 12 ; 1.3 ; 525 ; 3.4 ; 2.5 
 selectors-3 ; E:enabled ; Enabled state ; 9.0 ; 12 ; 1.8 ; 525 ; 3.4 ; 2.0 
 selectors-3 ; E:disabled ; Disabled state ; 9.0 ; 12 ; 1.8 ; 525 ; 3.4 ; 2.0 
 selectors-3 ; E:checked ; Checked state ; 9.0 ; 12 ; 1.0 ; 525 ; 3.4 ; 2.0 
 selectors-4 ; E:indeterminate ; Indeterminate state ; 9.0 ; 12 ; 1.9.2 ; 522 ; no ; no 
 selectors-4 ; E:default ; Default ; no ; no ; 1.9 ; yespublisher=Webkit ; 4.3 ; 2.0 
 selectors-4 ; E:valid ; Valid ; 10.0 ; 12 ; 1.8 ; rowspan="2" yespublisher=Webkit ; rowspan="6" no ; 2.0 
 selectors-4 ; E:invalid ; Invalid ; 10.0 ; 12 ; 1.8 ; 2.0 
 selectors-4 ; E:in-range ; In range ; no ; 13 ; 1.8 ; rowspan="2" yespublisher=Webkit ; 2.0 
 selectors-4 ; E:out-of-range ; Out of range ; no ; 13 ; 1.8 ; 2.0 
 selectors-4 ; E:required ; Required ; 10.0 ; 12 ; 2.0publisher=Mozilla ; rowspan="2" yespublisher=Webkit ; 2.0 
 selectors-4 ; E:optional ; Optional ; 10.0 ; 12 ; 2.0publisher=Mozilla ; 2.0 
 selectors-4 ; E:read-only ; Read-only ; no ; 13 ; Experimentalpublisher=Mozilla ; rowspan="2" no ; Incorrect ; Incorrect 
 selectors-4 ; E:read-write ; Read and write ; no ; 13 ; Experimentalpublisher=Mozilla ; Incorrect ; Incorrect 
 selectors-4 ; E:not(s1, s2) ; Negations ; rowspan="22" no ; rowspan="22" no ;no ; rowspan="22" no ; rowspan="22" no ; rowspan="22" no 
 selectors-4 ; E:matches(s1, s2) ; Matches-any ; nopublisher=Mozilla 
 selectors-4 ; E:has(s1) ; Relational pseudo-class ; no 
 selectors-4 ; E:dir(ltr) ; Directionality ; 17publisher=Mozilla 
 selectors-4 ; E:lang(zh, *-hant) ; Languages ; no 
 selectors-4 ; E:any-link ; Hyperlink ;  50.0publisher=Mozilla 
 selectors-4 ; E:local-link ; Local link ; rowspan="2" no 
 selectors-4 ; E:local-link(0) ; Local link 
 selectors-4 ; E:scope ; Contextual reference ;  20publisher=Mozilla 
 selectors-4 ; E:current ; Time-dimensional : current ; rowspan="13" no 
 selectors-4 ; E:current(s) ; Time-dimensional : current 
 selectors-4 ; E:past ; Time-dimensional : past 
 selectors-4 ; E:future ; Time-dimensional : future 
 selectors-4 ; E:nth-match(n of selector) ; Nth child of 
 selectors-4 ; E:nth-last-match(n of selector) ; Nth last child of 
 selectors-4 ; E:column(selector) ; Column 
 selectors-4 ; E:nth-column(n) ; Nth column 
 selectors-4 ; E:nth-last-column(n) ; Nth last column 
 selectors-4 ; E:placeholder-shown ; placeholder text  
 selectors-4 ; E:active-drop ; will receive the item 
 selectors-4 ; E:valid-drop ; could receive the item 
 selectors-4 ; E:invalid-drop ; cannot receive the item 
 Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements ; Pseudo-elements 
 CSS2 ; E:first-letter ; First letter ; 9.0 ; 12 ; 1.0 ; 85 ; rowspan="4" yes ; 1.0 
 CSS2 ; E:first-line ; First line ; 9.0 ; 12 ; 1.0 ; Partial ; 1.0 
 CSS2 ; E:before ; Before ; 8.0 ; 12 ; 1.9.1 ; Partial ; 1.0 
 CSS2 ; E:after ; After ; 8.0 ; 12 ; 1.9.1 ; Partial ; 1.0 
 selectors-3 ; E::before ; Double colon notation ; 9.0 ; 12 ; 1.9.1 ; Partial ; 3.4 ; 1.0 
 selectors-3 ; E::after ; Double colon notation ; 9.0 ; 12 ; 1.9.1 ; Partial ; 3.4 ; 1.0 
 selectors-3 ; E::first-letter ; Double colon notation ; 9.0 ; 12 ; 1.5 ; 85 ; 3.4 ; 1.0 
 selectors-3 ; E::first-line ; Double colon notation ; 9.0 ; 12 ; 1.5 ; Partial ; 3.4 ; 1.0 
 css-pseudo-4 ; E::markerpublisher=W3C ; list marker ; no ; no ; no ; no ; no ; no 
 css-pseudo-4 ; E::selection ; Selection ; 9.0 ; 12 ; Experimentalpublisher=Mozilla ; 412 ; 3.4 ; 2.1 
 CSS UI pseudo elements ; E::value ; user interface element fragmentspublisher=W3C ; rowspan="4" no ; rowspan="4" no ; rowspan="4" no ; rowspan="4" no ; rowspan="4" no ; rowspan="4" no 
 CSS UI pseudo elements ; E::choices  ; user interface element fragmentspublisher=W3C 
 CSS UI pseudo elements ; E::repeat-item ; user interface element fragmentspublisher=W3C 
 CSS UI pseudo elements ; E::repeat-index ; user interface element fragmentspublisher=W3C 
 ; ; ; Trident ; EdgeHTML ; Gecko ; WebKit ; KHTML ; Presto 
