 Model ; CPU/APUPCIe Link ; PCIe ; PCIe ; PCIe ; SATA + SATA Express ; USB3.1 Gen2 + 3.1 Gen1 + 2.0 ; RAID ; Overclocking ; TDP (W) ; Chipset lithography ; Features / notes ; Part number 
 Model ; CPU/APUPCIe Link ; Chipset PCIe2.0 Lanes ; CrossFire ; SLI ; SATA + SATA Express ; USB3.1 Gen2 + 3.1 Gen1 + 2.0 ; RAID ; Overclocking ; TDP (W) ; Chipset lithography ; Features / notes ; Part number 
X399 ; 4 ; 8× ;yes ;yes ; 4 + 2 ; 2 + 14 + 6 ; 0,1,10 ;yes ; 5 W ;unk ;unk ;unk 
