 ; Read value ; Change value ; Search ; Inserting 
 django  ; 1=table_var."field_name" ; 1=table_var."field_name" = \ "value" ; 1=table_var = \ Table.objects.filter( "expr" ) ; 1=table_var = Table() table_var.save() 
