Model ;Launch ;Code name ;Process ;Transistors (billion) ;Die size (mm2) ;Core configname=CoreConfig ;Bus interface ;L2 Cache  (MB) ;Clock speeds ;Clock speeds ;Clock speeds ;Memory ;Memory ;Memory ;Memory ;Fillratename=PerfValues ;Fillratename=PerfValues ;Processing power (GFLOPS)name=PerfValues ;Processing power (GFLOPS)name=PerfValues ;Processing power (GFLOPS)name=PerfValues ;TDP (Watts) ;NVLink support ;Release price (USD) 
Model ;Launch ;Code name ;Process ;Transistors (billion) ;Die size (mm2) ;Core configname=CoreConfig ;Bus interface ;L2 Cache  (MB) ; Base core clock (MHz) ; Boost core clock (MHz) ; Memory (MT/s) ; Size (GiB) ; Bandwidth (GB/s) ; Bus type ; Bus width (bit) ; Pixel (GP/s)name=PixelFillrate ; Texture (GT/s)name=TextureFillrate ; Single precision ; Double precision ; Half precision ;TDP (Watts) ;NVLink support ;Release price (USD) 
GeForce GTX1650{{cite web|url= GeForce GTX 1650 Graphics Card|website=NVIDIA|access-date=2019-04-23|archive-url= ; April 23, 2019 ; TU117-300-A1 ;TSMC12FFN ;4.7 ;200 ;896:56:32:1792:0 (14) (2) ;PCIe 3.0 x16 ;1 ;1485 ;1665 ;8000 ;4 ;128.0 ;GDDR5 ;128 ;47.52 ;83.16 ;2661.00 2984.00 ;83.16 93.24 ;5322.00 5967.00 ;75 ; rowspan="6" no ;$149 
GeForce GTX1650{{cite web|url= GeForce GTX 1650 Graphics Card|website=NVIDIA|access-date=2019-04-23|archive-url= ; April 3, 2020 ; TU117 ;TSMC12FFN ;4.7 ;200 ;896:56:32:1792:0 (14) (2) ;PCIe 3.0 x16 ;1 ; 1410 ; 1590 ; 12000 ;4 ; 192.0 ;GDDR6 ;128 ; 45.12 ; 78.96 ; 2526.72 2849.28 ; 78.96 89.04 ; 5053.44 5698.56 ;75 ;$149 
GeForce GTX1650 Super ; November 22, 2019 ; TU116-250-KA-A1 ;TSMC12FFN ;6.6 ;284 ;1280:80:32:2560:0 (20) (3) ;PCIe 3.0 x16 ;1.5 ;1530 ;1725 ; 12000 ;4 ; 192.0 ;GDDR6 ;128 ;48.96 ;122.40 ;3916.80  4416.00 ;122.40  138.00 ;7833.60  8832.00 ;100 ;$159 
GeForce GTX1660{{Cite web|url= GeForce 16 Series Graphics Cards are Here|website=NVIDIA|language=en-us|access-date=2019-03-23|archive-url= ;March 14, 2019 ;TU116-300-A1 ;TSMC12FFN ;6.6 ;284 ;1408:88:48:2816:0 (22) (3) ;PCIe 3.0 x16 ;1.5 ;1530 ;1785 ;8000 ;6 ; 192.0 ;GDDR5 ;192 ;73.44 ;134.64 ;4308.00 5027.00 ;134.64 157.08 ;8616.00 10053.00 ;120 ;$219 
GeForce GTX1660 Super ; October 29, 2019 ; TU116-300-A1  ;TSMC12FFN ;6.6 ;284 ;1408:88:48:2816:0 (22) (3) ;PCIe 3.0 x16 ;1.5 ;1530 ;1785 ;14000 ;6 ;336.0 ;GDDR6 ;192 ;73.44 ;134.64 ;4308.00 5027.00 ;134.64 157.08 ;8616.00 10053.00 ;125 ;$229 
GeForce GTX1660Ti{{cite web|url= GeForce RTX 1660 Graphics Card|website=NVIDIA|access-date=2019-02-22|archive-url= ; February 21, 2019 ; TU116-400-A1 ;TSMC12FFN ;6.6 ;284 ;1536:96:48:3072:0 (24) (3) ;PCIe 3.0 x16 ;1.5 ;1500 ;1770 ; 12000 ;6 ;288.0 ;GDDR6 ;192 ;72.00 ;144.00 ;4608.005437.44 ;144.00169.92 ;9216.0010874.88 ;120 ;$279 
