 ; ; Trident ; EdgeHTML ; Gecko ; WebKit ; Blink ; KHTML ; Presto 
 GIF 87a ; Interlacing ; 3.0 ; rowspan="3" yes ; 1.0 ; 85 ; rowspan="3" yes ; rowspan="3" yes ; 1.0 
 GIF 89a ; Binary transparency ; 3.0 ; 1.0 ; 85 ; 1.0 
 GIF 89a ; Animation ; 3.0 ; 1.0 ; 85 ; 1.0 
