 ; Trident ; Gecko ; WebKit ; KHTML ; Presto 
 a ; 4.0 ; 1.0 ; rowspan="3" yes ; rowspan="3" yes ; 1.0 
 link ; 4.0 ; 1.0 ; 1.0 
 base ; 4.0 ; 1.0 ; 1.0 
