 Model ; Code Name ; Release Date ; CPU Sockets ; Processors Supported ; Fabricationprocess (nm) ; HyperTransport(MHz) ; PCI-Express ; SLI ; PCI ; USB ; PATA ; SATA ; LAN ; Sound ; Features ; Notes 
 nForce 980a SLI ; MCP72 + nForce200 ; 2009 ; Socket AM3 ; Phenom, Athlon II, Phenom II, Athlon 64 X2, Athlon 64, Sempron 64 ; ; HT 3.02.6 GHz ; 2.051 lanes ; x16+x16x16+x16+x8x8+x8+x8 ; 5 Ports ; 12 Ports Rev 2.0 ; 1 Ports UDMA 133 ; 6 Ports 3.0Gbit/s ; 1000 Mbit/s ; HDA ; GeForce 8200PureVideo HD, GeForceBoost, HybridPower, SLI-Memory Ready, FirstPacket ; Rebranded nForce 780a SLI 
