 Country ; Program ; Program ; First successful human spaceflight ; First successful human spaceflight ; Status 
 Country ; Name ; Period ; Year ; Spacecraft ; Status 
 CHN ; Project 714 ; 1968-72 ; n/a ; Shuguang-1 ; Cancelled 
 CHN ; Project 873 ; 1978-80 ; n/a ; Piloted FSW satellite ; Cancelled 
 CHN ; Project 921/Shenzhou ; 1992-present ; 2003 ; Shenzhou 5 ; Ongoing 
 IND ; Indian Human Spaceflight Programme ; 2007-present ; 2021 (Planned)Before August 2022 (Scheduled) ; Gaganyaan ; Ongoing 
