 Model ; Type ; Capacity ; Speed (km/h) ; Speed (mph) ; Range (km) ; Range (mi) ; Door-to-doorcapable ; Price 
 Distar UFM-13 Lambada  ; Motor glider ; 2 ; ? km/h ; ? ; ? km ; ? ; No ; €61,000 
 Pipistrel VirusList of aircraft having competed in PAV challenge ; Ultra-light ; 2 ; disp=tablecen ; disp=tablecen ; No ; €69,000 
