 ; ; Trident ; Tasman ; Gecko ; WebKit ; KHTML ; Presto 
 rh| Interface HTMLCollection ; rh| Interface HTMLCollection ; rh| Interface HTMLCollection ; rh| Interface HTMLCollection ; rh| Interface HTMLCollection ; rh| Interface HTMLCollection ; rh| Interface HTMLCollection ; rh| Interface HTMLCollection 
 DOM1 ; length ; 7.0 ; ? ; 1.0 ; ? ; ? ; 1.0 
 DOM1 ; item() ; 7.0 ; ? ; 1.0 ; ? ; ? ; 1.0 
 DOM1 ; namedItem() ; 7.0 ; ? ; 1.0 ; ? ; ? ; 1.0 
 rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection ; rh| Interface HTMLOptionsCollection 
 DOM2 ; length ; ? ; ? ; 1.0 ; ? ; ? ; 2.0 
 DOM2 ; item() ; ? ; ? ; 1.0 ; ? ; ? ; 2.0 
 DOM2 ; namedItem() ; ? ; ? ; 1.0 ; ? ; ? ; 2.0 
 rh| Interface HTMLDocument ; rh| Interface HTMLDocument ; rh| Interface HTMLDocument ; rh| Interface HTMLDocument ; rh| Interface HTMLDocument ; rh| Interface HTMLDocument ; rh| Interface HTMLDocument ; rh| Interface HTMLDocument 
 DOM1 ; domain ; 4.0 ; rowspan="15" yes ; 1.0 ; rowspan="16" yes ; ? ; 1.0 
 DOM1 ; URL ; 4.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; body ; 4.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; images ; 4.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; applets ; 4.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; title ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; referrer ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; links ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; forms ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; anchors ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; cookie ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; open() ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; close() ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; write() ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; writeln() ; 3.0 ; ? ; 1.0 ; 1.0 
 DOM1 ; getElementsByName() ; yes  ; ? ; 1.0 ; ? ; 1.0 
 rh| Interface HTMLElement ; rh| Interface HTMLElement ; rh| Interface HTMLElement ; rh| Interface HTMLElement ; rh| Interface HTMLElement ; rh| Interface HTMLElement ; rh| Interface HTMLElement ; rh| Interface HTMLElement 
 DOM1 ; id ; 4.0 ; rowspan="5" yes ; 1.0 ; ? ; ? ; 1.0 
 DOM1 ; title ; 4.0 ; ? ; 1.0 ; ? ; 1.0 
 DOM1 ; lang ; 4.0 ; ? ; 1.0 ; ? ; 1.0 
 DOM1 ; className ; 4.0 ; ? ; 1.0 ; ? ; 1.0 
 DOM1 ; dir ; 5.0 ; ? ; 1.0 ; ? ; 1.0 
 rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement ; rh| Interface HTMLHtmlElement 
 DOM1 ; version ; 6.0 ; ? ; 1.0 ; ? ; ? ; 2.0 
 rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement ; rh| Interface HTMLHeadElement 
 DOM1 ; profile ; 8.0 ; ? ; 1.0 ; ? ; ? ; 1.0 
