 Profile ; Element ; Trident ; Gecko ; WebKit ; Blink ; Presto ; KSVG ; Prince ; Amaya ; Adobe SVG Viewer  ; Batik ; Renesis ;LeonLabs 
 Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module ; Structure Module 
 Tiny ; svg ; 5.0publisher=Microsoft ; 1.8 ; 522 ; rowspan="8" dunno ; 1.0 ; rowspan="3" yes ; rowspan="2" yes ; rowspan="2" yes ; 1.0 ; rowspan="8" yes ; yes ; 1.0 
 Tiny ; g ; 5.0publisher=Microsoft ; 1.8 ; 522 ; 2.0 ; 1.0 ; 1.0 ; 1.0 
 Tiny ; defs ; 5.0publisher=Microsoft ; 1.8 ; 522 ; 2.0 ; 1.0 ; 6.0 ; dunno ; 1.0 ; 1.0 
 Tiny ; desc ; 5.0publisher=Microsoft ; 1.8 ; 522 ; 2.0 ; 1.0 ; rowspan="2" no ; rowspan="3" no ; dunno ; 1.0 ; 1.0 
 Tiny ; title ; 5.0publisher=Microsoft ; 1.8 ; 522 ; 2.0 ; 1.0 ; dunno ; 3.0 ; 1.0 
 Tiny ; metadata ; 5.0publisher=Microsoft ; 1.8 ; 522 ; 2.0 ; 1.0 ; dunno ; dunno ; 2.0 ; 1.0 
 Tiny ; use ; 5.0publisher=Microsoft ; 1.8 ; yespublisher=WebKit ; 2.0 ; rowspan="2" no ; 6.0 ; yes ; 1.0 ; 0.6 ; 1.0 
 Basic ; symbol ; 5.0publisher=Microsoft ; 1.8 ; 522 ; 2.0 ; dunno ; 6.0 ; 1.0 ; 0.6 ; 1.0 
 Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module ; Conditional Processing Module 
 Tiny ; switch ; yes ; 1.8 ; 522 ; dunno ; 2.0 ; dunno ; no ; dunno ; 2.0 ; yes ; no ; 1.0 
 Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module ; Image Module 
